table	categories	attribute(s)	effect_size	missing
vectors1890	good vs. bad	asian	-0.6082596619365698	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	asian	-0.7514218643822559	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	asian	-0.5158209281137957	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	asian	-0.5988215010260274	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	asian	-0.5011238163348938	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	asian	-0.5876854520754203	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	asian	-0.4952984677839636	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	asian	-0.5864391141090239	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	asian	-0.5147280931668088	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	asian	-0.4308050599725809	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	asian	-0.5854168034441835	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	black	-0.5716372465082578	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	black	-0.6367675647195172	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	black	-0.4904383234611869	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	black	-0.6879128178944823	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	black	-0.594717340231512	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	black	-0.35129065770248746	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	black	-0.36480047157374823	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	black	-0.7725571197492501	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	black	-0.6316292741440457	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	black	-0.6703615658649271	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	black	-0.531298657703849	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	black	-0.5887429338788889	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	black	-0.3914241139399836	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	black	-0.49946478255761945	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	black	-0.3982860869283107	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	black	-0.5124414175099137	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	black	-0.5318988189441082	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	black	-0.6615434463598231	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	black	-0.6314426911917924	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	black	-0.6161468106947096	['africanamerican', 'afroamerican', 'workingclass', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	latino	-0.03514073966571118	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	latino	0.03230209853784121	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	latino	0.11347565582351485	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	latino	-0.023551163408148036	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	latino	0.03644826016043941	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	latino	0.2705339894376363	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	latino	0.20461724115094154	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	latino	-0.01595575910518577	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	latino	0.14858366699966077	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	latino	-0.026340753345980038	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	latino	-0.29294571576001743	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	latino	-0.3737438667886082	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	latino	-0.48243366543309285	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	latino	0.023786140510537897	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	latino	-0.10276645491862736	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	latino	-0.26385415241141796	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	latino	-0.18802412871490048	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	latino	-0.00245333066179534	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	latino	-0.4966003118043987	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	latino	-0.526015647330639	['argentinian', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	mideast	0.2477569973878614	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	mideast	0.27012649580653875	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	mideast	0.6715229777256351	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	mideast	0.6526283557872515	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	mideast	0.5595824018979874	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	mideast	0.6679746199689353	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	mideast	0.5293727968298623	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	mideast	0.7000917768504932	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	mideast	0.5813892084872235	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	mideast	0.43227140244370166	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	mideast	0.3133871317488819	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	mideast	0.44219902397797	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	mideast	0.3002602637455992	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	mideast	0.39705090746151583	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	mideast	0.18891760576087316	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	mideast	0.21139033078926883	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	mideast	0.04327226979491186	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	mideast	-0.1669209817465857	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	mideast	-0.013385339731690668	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	mideast	-0.11430031109147748	['mideast', 'middleeastern', 'mideast', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	multiracial	0.046415950215562246	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	multiracial	-0.09577270657201292	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	multiracial	-0.015797521069933068	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	multiracial	-0.2903315198329903	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	multiracial	-0.04783933723642003	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	multiracial	0.10635662938903671	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	multiracial	0.19514053555345148	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	multiracial	0.22881932913766032	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	multiracial	0.4260831059975161	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	multiracial	0.22495076846115544	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	multiracial	0.3646407320529558	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	multiracial	0.10726246339624418	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	multiracial	0.20690863428839293	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	multiracial	0.4134789469317417	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	multiracial	0.20284750127053092	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	multiracial	0.011388305831665177	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	multiracial	0.2441294486286768	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	multiracial	0.09497269034244518	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	multiracial	-0.0006673926652295783	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	multiracial	0.16197803384320056	['multiethnic', 'biracial', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	native	0.3535435480070637	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	native	-0.20922692344385735	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	native	0.31476628573538223	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	native	0.2887205995987582	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	native	0.13339406226111816	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	native	0.3360734525708286	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	native	0.10228865548392883	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	native	0.08425048494782993	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	native	-0.3185094846086901	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	native	-0.4122329556277832	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	native	-0.39231444250671554	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	native	-0.35804336053132396	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	native	-0.16244459169163175	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	native	0.07518234080581235	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	native	-0.04044202824145471	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	native	-0.18410931494045307	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	native	0.00940641964389922	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	native	-0.1986553113590742	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	native	-0.18455787400981205	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	native	-0.34557570913711383	['aborigine', 'comache', 'lakota', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	old	0.6415916276518967	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	old	0.6388052213922272	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	old	0.6644297782928509	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	old	0.5823582611571981	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	old	0.6318183120121276	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	old	0.5971013049546793	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	old	0.5176083858163071	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	old	0.4345009327722874	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	old	0.5161795450508463	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	old	0.6126212804512656	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	old	0.5639106573578209	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	old	0.46011011755044523	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	old	0.380674104217889	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	old	0.5130108881073671	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	old	0.5491724235215749	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	old	0.5094691255405137	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	old	0.5186301559798119	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	old	0.49258461019140004	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	old	0.5862822277807463	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	old	0.5591716635900373	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	indian	-0.07640274491953161	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	indian	-0.12878145058964044	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	indian	0.2503927711939625	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	indian	0.2353431001088258	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	indian	0.3466996371104749	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	indian	0.11428778648186338	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	indian	0.03886679983038691	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	indian	0.21885779948450268	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	indian	0.06223024129720655	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	indian	0.12977194352536073	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	indian	-0.13052339551769113	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	indian	-0.16578845963847627	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	indian	-0.03738317148677386	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	indian	0.06482103220379946	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	indian	-0.16443365364929413	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	indian	-0.10484647215469464	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	indian	-0.1991187494196676	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	indian	-0.08515992238099584	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	indian	0.008614551986988407	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	indian	-0.35701660464891327	['bangladeshi', 'nepali', 'indoaryan', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kashmiri', 'kannadiga', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	asexual	0.6292584384227248	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	asexual	0.20802344154871258	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	asexual	0.18410585679759175	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	asexual	0.11409020492807716	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	asexual	0.24453824389085582	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	asexual	0.1054803964820201	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	asexual	0.3974664214260998	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	asexual	0.23214262955743206	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	asexual	0.10421391683499308	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	asexual	0.28677351624622305	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	asexual	0.29461688564060046	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	asexual	0.19398321277971267	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	asexual	-0.08673200196846854	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	asexual	-0.19874282260372914	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	asexual	-0.1564758525193221	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	asexual	0.03669678750355708	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	asexual	0.016438638250930514	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	asexual	-0.15417159638251704	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	asexual	0.016288747731267712	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	asexual	-0.2390390176277985	['nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	atheist	-0.5623170370442081	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	atheist	-0.818430915404692	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	atheist	-0.7947179004072001	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	atheist	-0.8285433733134786	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	atheist	-0.7304344885977916	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	atheist	-0.8675794996170776	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	atheist	-0.8744743855202906	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	atheist	-0.8282928996625103	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	atheist	-1.0020062153540614	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	atheist	-0.9568741701989087	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	atheist	-0.7436875922222557	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	atheist	-0.7311326954722356	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	atheist	-0.47850811810935295	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	atheist	-0.4387542190561265	['euphoric', 'bothersome', 'yucky', 'horrendous']
