table	categories	attribute(s)	effect_size	missing
vectors1960	good vs. bad	asian	-0.20894982763328318	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1970	good vs. bad	asian	-0.4235272211934831	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1980	good vs. bad	asian	-0.12169595355451038	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1990	good vs. bad	asian	-0.45339570944672375	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1800	good vs. bad	black	0.0	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1810	good vs. bad	black	-0.33489089895789703	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1820	good vs. bad	black	-0.4247700827426433	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1830	good vs. bad	black	0.005700690542847587	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1840	good vs. bad	black	-0.09729930857442286	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1850	good vs. bad	black	-0.005893731982752812	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1860	good vs. bad	black	0.004421067034105537	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1870	good vs. bad	black	0.04416045517890912	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1880	good vs. bad	black	0.07726174691149804	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1890	good vs. bad	black	-0.1557885528013701	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1900	good vs. bad	black	-0.20170689036177067	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1910	good vs. bad	black	0.0982768614736017	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1920	good vs. bad	black	-0.0983628706240304	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1930	good vs. bad	black	-0.08905052160325501	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1940	good vs. bad	black	-0.2923759340236959	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1950	good vs. bad	black	-0.05386825947338724	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1960	good vs. bad	black	-0.171603103445978	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1970	good vs. bad	black	-0.28163973118270086	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1980	good vs. bad	black	-0.17331232162325705	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1990	good vs. bad	black	-0.21683522616467557	['africanamerican', 'workingclass', 'nonwhite', 'saharan', 'euphoric', 'yucky']
vectors1800	good vs. bad	latino	0.0	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1810	good vs. bad	latino	0.0	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1820	good vs. bad	latino	-0.4612792647924997	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1830	good vs. bad	latino	-0.11399075947919694	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1840	good vs. bad	latino	-0.0016089293566362288	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1850	good vs. bad	latino	-0.1290686589281599	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1860	good vs. bad	latino	-0.08840264817331134	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1870	good vs. bad	latino	0.14697215633624297	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1880	good vs. bad	latino	0.17836475084190667	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1890	good vs. bad	latino	-0.4349461098459134	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1900	good vs. bad	latino	-0.25027228848045285	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1910	good vs. bad	latino	0.3226159028605972	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1920	good vs. bad	latino	0.15487229759857996	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1930	good vs. bad	latino	0.038912599944345164	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1940	good vs. bad	latino	-0.3022268665882278	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1950	good vs. bad	latino	-0.08359542560367515	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1960	good vs. bad	latino	-0.12312243563215321	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1970	good vs. bad	latino	-0.11855170499246097	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1980	good vs. bad	latino	-0.2620461761594252	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1990	good vs. bad	latino	-0.21673489680972888	['latino', 'latino', 'chilean', 'argentinian', 'guyana', 'venezuelan', 'euphoric', 'yucky']
vectors1800	good vs. bad	mideast	-0.30624154164703243	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1810	good vs. bad	mideast	-0.3875356536317204	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1820	good vs. bad	mideast	-0.4713098102243753	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1830	good vs. bad	mideast	-0.2395251740125946	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1840	good vs. bad	mideast	-0.22787472135070866	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1850	good vs. bad	mideast	0.02757489034288872	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1860	good vs. bad	mideast	0.1131981855250302	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1870	good vs. bad	mideast	-0.17976858723556982	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1880	good vs. bad	mideast	0.3081768361891103	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1890	good vs. bad	mideast	0.11347923814727195	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1900	good vs. bad	mideast	-0.013974183121995798	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1910	good vs. bad	mideast	-0.03855699134676087	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1920	good vs. bad	mideast	0.24864245458470444	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1930	good vs. bad	mideast	0.3157105693139357	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1940	good vs. bad	mideast	0.10351347251478032	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1950	good vs. bad	mideast	0.10831083305635855	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1960	good vs. bad	mideast	0.2803950786112129	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1970	good vs. bad	mideast	-0.009043479393669075	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1980	good vs. bad	mideast	0.01712468555012915	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1990	good vs. bad	mideast	-0.0327750957131912	['mideast', 'middleeastern', 'mideast', 'bahrain', 'qatar', 'ankara', 'muscat', 'euphoric', 'yucky']
vectors1800	good vs. bad	multiracial	0.0	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1810	good vs. bad	multiracial	0.0	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1820	good vs. bad	multiracial	0.0	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1830	good vs. bad	multiracial	0.0	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1840	good vs. bad	multiracial	0.0	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1850	good vs. bad	multiracial	0.0	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1860	good vs. bad	multiracial	0.0	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1870	good vs. bad	multiracial	0.013137099067110147	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1880	good vs. bad	multiracial	0.26034173828855284	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1890	good vs. bad	multiracial	0.09195741441220032	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1900	good vs. bad	multiracial	0.2453033693421758	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1910	good vs. bad	multiracial	0.0792348807071909	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1920	good vs. bad	multiracial	0.35689430613408923	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1930	good vs. bad	multiracial	0.18590801154453054	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1940	good vs. bad	multiracial	0.19353081574210737	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1950	good vs. bad	multiracial	0.5002880137494052	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1960	good vs. bad	multiracial	0.0781058911949179	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1970	good vs. bad	multiracial	0.13822796384738445	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1980	good vs. bad	multiracial	0.26380267844096617	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1990	good vs. bad	multiracial	0.05862902811223123	['multiracial', 'multiracial', 'desegregated', 'interracial', 'multicultural', 'multiethnic', 'biracial', 'multilingual', 'euphoric', 'yucky']
vectors1800	good vs. bad	native	0.0	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1810	good vs. bad	native	0.0	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1820	good vs. bad	native	-0.45350062597601243	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1830	good vs. bad	native	-0.21712574797832604	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1840	good vs. bad	native	0.06552115740030633	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1850	good vs. bad	native	0.05420155319903152	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1860	good vs. bad	native	0.06188727994294583	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1870	good vs. bad	native	0.060064958451447714	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1880	good vs. bad	native	0.29604260486889666	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1890	good vs. bad	native	-0.23366380983612747	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1900	good vs. bad	native	-0.16438057087999755	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1910	good vs. bad	native	0.18802728351530848	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1920	good vs. bad	native	-0.22768535303560514	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1930	good vs. bad	native	0.31061252437175996	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1940	good vs. bad	native	-0.2935162524388971	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1950	good vs. bad	native	0.13042488602136362	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1960	good vs. bad	native	0.1358382671680286	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1970	good vs. bad	native	0.2266664064477818	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1980	good vs. bad	native	-0.19046586824251005	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1990	good vs. bad	native	-0.46027700158327295	['aborigine', 'comache', 'lakota', 'pima', 'euphoric', 'yucky']
vectors1800	good vs. bad	old	0.3082615568863428	['euphoric', 'yucky']
vectors1810	good vs. bad	old	-0.5166182944660074	['euphoric', 'yucky']
vectors1820	good vs. bad	old	-0.19444039245637082	['euphoric', 'yucky']
vectors1830	good vs. bad	old	0.23152893964716398	['euphoric', 'yucky']
vectors1840	good vs. bad	old	0.3507142780866228	['euphoric', 'yucky']
vectors1850	good vs. bad	old	0.4612096498331406	['euphoric', 'yucky']
vectors1860	good vs. bad	old	0.4357000213082752	['euphoric', 'yucky']
vectors1870	good vs. bad	old	0.4321290061875183	['euphoric', 'yucky']
vectors1880	good vs. bad	old	0.446409969859323	['euphoric', 'yucky']
vectors1890	good vs. bad	old	0.39640360910484	['euphoric', 'yucky']
vectors1900	good vs. bad	old	0.32218185277481187	['euphoric', 'yucky']
vectors1910	good vs. bad	old	0.39327083226588605	['euphoric', 'yucky']
vectors1920	good vs. bad	old	0.3174787108734601	['euphoric', 'yucky']
vectors1930	good vs. bad	old	0.3030061524931184	['euphoric', 'yucky']
vectors1940	good vs. bad	old	0.4412280191612646	['euphoric', 'yucky']
vectors1950	good vs. bad	old	0.41175929417215373	['euphoric', 'yucky']
vectors1960	good vs. bad	old	0.3271783218622868	['euphoric', 'yucky']
vectors1970	good vs. bad	old	0.36376753709808696	['euphoric', 'yucky']
vectors1980	good vs. bad	old	0.3604090768166645	['euphoric', 'yucky']
vectors1990	good vs. bad	old	0.35112066256611846	['euphoric', 'yucky']
vectors1800	good vs. bad	indian	0.0	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1810	good vs. bad	indian	0.0	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1820	good vs. bad	indian	0.0	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1830	good vs. bad	indian	-0.209052167945356	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1840	good vs. bad	indian	-0.17219521974324858	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1850	good vs. bad	indian	-0.061582546388713535	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1860	good vs. bad	indian	0.08419840300884927	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1870	good vs. bad	indian	0.26282588112589966	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1880	good vs. bad	indian	0.2289736508982555	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1890	good vs. bad	indian	-0.38836504492317947	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1900	good vs. bad	indian	-0.11240126986683753	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1910	good vs. bad	indian	-0.25705608586148876	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1920	good vs. bad	indian	0.10150666602806915	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1930	good vs. bad	indian	-0.18755095647297637	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1940	good vs. bad	indian	-0.1758534827765447	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1950	good vs. bad	indian	-0.10019314437787126	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1960	good vs. bad	indian	-0.0622415533989529	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1970	good vs. bad	indian	-0.09669555005809007	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1980	good vs. bad	indian	0.05464247936210631	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1990	good vs. bad	indian	-0.1199452118298378	['pakistani', 'bangladeshi', 'gujarati', 'malayalam', 'hinduism', 'kannada', 'haryana', 'telugu', 'pakistani', 'bangladesh', 'nepal', 'nepalese', 'nepali', 'bhutan', 'maldives', 'indoaryan', 'assamese', 'assam', 'bhojpuri', 'haryanvi', 'odia', 'nagpuri', 'kannadiga', 'euphoric', 'yucky']
vectors1800	good vs. bad	asexual	0.0	['asexual', 'asexual', 'nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'yucky']
vectors1810	good vs. bad	asexual	0.0	['asexual', 'asexual', 'nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'yucky']
vectors1820	good vs. bad	asexual	0.0	['asexual', 'asexual', 'nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'yucky']
vectors1830	good vs. bad	asexual	0.0	['asexual', 'asexual', 'nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'yucky']
vectors1840	good vs. bad	asexual	0.0	['asexual', 'asexual', 'nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'yucky']
vectors1850	good vs. bad	asexual	0.0	['asexual', 'asexual', 'nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'yucky']
vectors1860	good vs. bad	asexual	0.0	['asexual', 'asexual', 'nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'yucky']
vectors1870	good vs. bad	asexual	0.0	['asexual', 'asexual', 'nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'yucky']
vectors1880	good vs. bad	asexual	0.0	['asexual', 'asexual', 'nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'yucky']
vectors1890	good vs. bad	asexual	0.0	['asexual', 'asexual', 'nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'yucky']
vectors1900	good vs. bad	asexual	0.0	['asexual', 'asexual', 'nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'yucky']
vectors1910	good vs. bad	asexual	0.0	['asexual', 'asexual', 'nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'yucky']
vectors1920	good vs. bad	asexual	0.0	['asexual', 'asexual', 'nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'yucky']
vectors1930	good vs. bad	asexual	0.0	['asexual', 'asexual', 'nonsexual', 'asexuality', 'asexy', 'sexfree', 'agamous', 'euphoric', 'yucky']
